contributors,goal,pledged,type,where,title,percentage,cash,time,project_url
37 pessoas,Meta R$ 16.500,R$ 16.670,Campanha Tudo-ou-nada , Porto Alegre	 RS,Piano Presente,101%,R$ 16.670,18/09/2011,/piano-presente?ref=ctrse_explore
335 pessoas,Meta R$ 15.000,R$ 16.650,Campanha Flexível , São Paulo	 SP,Mapeei - Uma vida sem plástico,111%,R$ 16.650,17/07/2018,/umavidasemplastico?ref=ctrse_explore
109 pessoas,Meta R$ 112.212,R$ 16.650,Campanha Flexível , Curitiba	 PR,UFPR Que Queremos,14%,R$ 16.650,28/09/2016,/ufpr_que_queremos_19c5?ref=ctrse_explore
401 pessoas,Meta R$ 7.000,R$ 16.638,Campanha Tudo-ou-nada , Porto Alegre	 RS,Justiceiros,237%,R$ 16.638,26/09/2015,/justiceiros?ref=ctrse_explore
69 pessoas,Meta R$ 200.000,R$ 16.635,Campanha Flexível , Rio de Janeiro	 RJ,23º Rio Cello,8%,R$ 16.635,10/11/2017,/23riocello?ref=ctrse_explore
218 pessoas,Meta R$ 15.000,R$ 16.626,Campanha Tudo-ou-nada , São Paulo	 SP,Poesia Reclamada,110%,R$ 16.626,12/06/2016,/poesiareclamada?ref=ctrse_explore
109 pessoas,Meta R$ 40.000,R$ 16.610,Campanha Flexível , São Paulo	 SP,Flores em Notting Hill. 10 anos em 10 cores,41%,R$ 16.610,15/10/2017,/flores_em_notting_hill_6d0f?ref=ctrse_explore
255 pessoas,Meta R$ 15.000,R$ 16.601,Campanha Tudo-ou-nada , Florianópolis	 SC,Ajude a Caiaponte Edições a nascer!,110%,R$ 16.601,19/01/2019,/caiaponte?ref=ctrse_explore
34 pessoas,Meta R$ 13.899,R$ 16.600,Campanha Tudo-ou-nada , Lajeado	 RS,Guto é o Brasil no mundial de canoagem 2015,119%,R$ 16.600,06/08/2015,/Gutonomundial2015?ref=ctrse_explore
197 pessoas,Meta R$ 8.700,R$ 16.598,Campanha Tudo-ou-nada , Joinville	 SC,Our Last Best Hope - Um RPG para salvar o mundo,190%,R$ 16.598,09/01/2015,/OLBH?ref=ctrse_explore
219 pessoas,Meta R$ 9.800,R$ 16.595,Campanha Tudo-ou-nada , São Paulo	 SP,Documentário: Um dia eu Voltaria [DoForLove],169%,R$ 16.595,09/08/2017,/umdiaeuvoltaria?ref=ctrse_explore
81 pessoas,Meta R$ 15.520,R$ 16.575,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,Parei de ser fôlego,106%,R$ 16.575,11/05/2014,/pareideserfolego?ref=ctrse_explore
86 pessoas,Meta R$ 14.940,R$ 16.570,Campanha Tudo-ou-nada , Porto Alegre	 RS,Exposição fotográfica - Pé de Meia,110%,R$ 16.570,15/05/2014,/pedemeia?ref=ctrse_explore
149 pessoas,Meta R$ 15.000,R$ 16.560,Campanha Tudo-ou-nada , São Paulo	 SP,Revista Líris,110%,R$ 16.560,07/11/2014,/revistaliris?ref=ctrse_explore
528 pessoas,Meta R$ 12.000,R$ 16.550,Campanha Tudo-ou-nada , São Paulo	 SP,Black Silence,137%,R$ 16.550,31/08/2016,/blacksilence?ref=ctrse_explore
286 pessoas,Meta R$ 11.000,R$ 16.550,Campanha Tudo-ou-nada , São Paulo	 SP,São Paulo dos Mortos vol. 03,150%,R$ 16.550,28/10/2016,/spm3?ref=ctrse_explore
67 pessoas,Meta R$ 15.000,R$ 16.540,Campanha Tudo-ou-nada , São Paulo	 SP,João Klein - Álbum de Lançamento 2019,110%,R$ 16.540,29/04/2019,/joao_klein_album_de_lancamento_2019?ref=ctrse_explore
167 pessoas,Meta R$ 16.000,R$ 16.538,Campanha Tudo-ou-nada , Florianópolis	 SC,Sonora Parceria 15 Anos - Sawabona Shikoba,103%,R$ 16.538,06/10/2015,/sonoraparceria15anos?ref=ctrse_explore
91 pessoas,Meta R$ 30.000,R$ 16.535,Campanha Flexível , Brasília	 DF,Sistema LUA,55%,R$ 16.535,26/06/2019,/sistemalua?ref=ctrse_explore
129 pessoas,Meta R$ 15.000,R$ 16.535,Campanha Tudo-ou-nada , São Paulo	 SP,Clipe do Criolina!,110%,R$ 16.535,22/10/2014,/criolina?ref=ctrse_explore
252 pessoas,Meta R$ 15.000,R$ 16.535,Campanha Tudo-ou-nada , Osasco	 SP,Álbum de Coletânea do Petisco,110%,R$ 16.535,21/09/2012,/album-de-coletanea-do-petisco?ref=ctrse_explore
164 pessoas,Meta R$ 16.000,R$ 16.525,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,Jamari - Meu Rio	 Minha Terra,103%,R$ 16.525,04/07/2014,/jamari?ref=ctrse_explore
122 pessoas,Meta R$ 15.000,R$ 16.513,Campanha Tudo-ou-nada , São Paulo	 SP,Impressão da revista MAIS55MAG #02,110%,R$ 16.513,05/03/2016,/mais55mag?ref=ctrse_explore
106 pessoas,Meta R$ 34.990,R$ 16.503,Campanha Flexível , São Paulo	 SP,#JuntosPelaBrinquedoteca,47%,R$ 16.503,05/11/2016,/juntospelabrinquedoteca?ref=ctrse_explore
19 pessoas,Meta R$ 16.500,R$ 16.500,Campanha Flexível , Belo Horizonte	 MG,O Danton quer levantar 21 casas em MG. Apoie!,100%,R$ 16.500,09/05/2019,/dantonteto?ref=ctrse_explore
259 pessoas,Meta R$ 13.500,R$ 16.495,Campanha Tudo-ou-nada , Curitiba	 PR,O Feiticeiro - Vol I - O Estrangeiro,122%,R$ 16.495,15/09/2015,/ofeiticeiro?ref=ctrse_explore
129 pessoas,Meta R$ 14.690,R$ 16.490,Campanha Tudo-ou-nada , Fortaleza	 CE,SOLEDAD - DISCO 1,112%,R$ 16.490,18/09/2016,/soledad_disco1?ref=ctrse_explore
215 pessoas,Meta R$ 18.000,R$ 16.478,Campanha Flexível , Porto Alegre	 RS,Habitat ,91%,R$ 16.478,23/08/2016,/habitat_c543?ref=ctrse_explore
155 pessoas,Meta R$ 15.500,R$ 16.477,Campanha Tudo-ou-nada , Brasília	 DF,Projeto Re-Ação,106%,R$ 16.477,06/12/2014,/projetoreacao?ref=ctrse_explore
119 pessoas,Meta R$ 15.000,R$ 16.465,Campanha Tudo-ou-nada , Joinville	 SC,Primeiro EP Najara Izidoro,109%,R$ 16.465,24/01/2018,/najaraizidoro?ref=ctrse_explore
75 pessoas,Meta R$ 16.100,R$ 16.461,Campanha Tudo-ou-nada , Uberlândia	 MG,ERÊ MINIATURAS,102%,R$ 16.461,12/07/2019,/ere_miniaturas_df2a?ref=ctrse_explore
153 pessoas,Meta R$ 14.872,R$ 16.457,Campanha Tudo-ou-nada , Osasco	 SP,Projeto MiBuenaVista,110%,R$ 16.457,23/02/2013,/projetomibuenavista?ref=ctrse_explore
176 pessoas,Meta R$ 44.250,R$ 16.451,Campanha Flexível , São Paulo	 SP,Disco novo - Felipe Cordeiro ,37%,R$ 16.451,23/08/2016,/felipecordeiro?ref=ctrse_explore
123 pessoas,Meta R$ 15.681,R$ 16.429,Campanha Tudo-ou-nada , São Paulo	 SP,[18+] Textos Putos,104%,R$ 16.429,27/11/2016,/pequenos_textos_putos_e_ilustracoes_pornograficas_aleatorias?ref=ctrse_explore
230 pessoas,Meta R$ 15.900,R$ 16.419,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,Super lançamento do CD Jamba	 de Andrea Dutra,103%,R$ 16.419,13/05/2013,/jamba?ref=ctrse_explore
87 pessoas,Meta R$ 16.000,R$ 16.405,Campanha Tudo-ou-nada , São Paulo	 SP,Considere o fim / Projeto de curta-metragem 35 mm,102%,R$ 16.405,17/04/2012,/considere-o-fim-projeto-de-curta-metragem-35-mm?ref=ctrse_explore
146 pessoas,Meta R$ 15.000,R$ 16.385,Campanha Tudo-ou-nada , São Paulo	 SP,Variações Sobre Demônios Mudos,109%,R$ 16.385,14/11/2015,/demoniosmudos?ref=ctrse_explore
198 pessoas,Meta R$ 11.200,R$ 16.372,Campanha Flexível , Belo Horizonte	 MG,Lebre e Coelho: IMPRESSO!,146%,R$ 16.372,03/08/2017,/lebreecoelho?ref=ctrse_explore
287 pessoas,Meta R$ 5.000,R$ 16.365,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,Found Footage,327%,R$ 16.365,09/05/2019,/FoundFootageHQ?ref=ctrse_explore
61 pessoas,Meta R$ 15.000,R$ 16.345,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,INSPIRAÇÃO DIVINA / ALGO MAIS,108%,R$ 16.345,22/07/2014,/algomais?ref=ctrse_explore
222 pessoas,Meta R$ 15.456,R$ 16.344,Campanha Flexível , Lençóis	 BA,Livro - História Natural da Chapada Diamantina,105%,R$ 16.344,31/10/2016,/livrochapadadiamantina?ref=ctrse_explore
388 pessoas,Meta R$ 7.000,R$ 16.335,Campanha Tudo-ou-nada , Santos	 SP,Revoltirinhas Lado B (Volume I),233%,R$ 16.335,10/10/2016,/revoltirinhas_volume1?ref=ctrse_explore
85 pessoas,Meta R$ 15.700,R$ 16.332,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,La Duda (curta-metragem),104%,R$ 16.332,16/04/2015,/laduda?ref=ctrse_explore
152 pessoas,Meta R$ 10.000,R$ 16.319,Campanha Tudo-ou-nada , São Paulo	 SP,Dito Pelo Não Dito,163%,R$ 16.319,10/11/2016,/ditopelonaodito?ref=ctrse_explore
69 pessoas,Meta R$ 350.000,R$ 16.305,Campanha Flexível , Piracicaba	 SP,Todos pelo Ensino Médio,4%,R$ 16.305,09/12/2018,/todos_pelo_ensino_medio?ref=ctrse_explore
141 pessoas,Meta R$ 20.420,R$ 16.299,Campanha Flexível , Rio de Janeiro	 RJ,A Minha Coleção,79%,R$ 16.299,29/12/2016,/a_minha_colecao_5034?ref=ctrse_explore
189 pessoas,Meta R$ 15.000,R$ 16.282,Campanha Tudo-ou-nada , Natal	 RN,Websérie SEPTO,108%,R$ 16.282,05/03/2016,/septowbs?ref=ctrse_explore
205 pessoas,Meta R$ 15.000,R$ 16.267,Campanha Tudo-ou-nada , Natal	 RN,Por Que Paris?,108%,R$ 16.267,14/07/2015,/pqparis?ref=ctrse_explore
137 pessoas,Meta R$ 40.000,R$ 16.265,Campanha Flexível , Porto Belo	 SC,Música Orgânica - Somos todos um só,40%,R$ 16.265,08/10/2018,/somostodosumso?ref=ctrse_explore
116 pessoas,Meta R$ 15.000,R$ 16.260,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,Máscaras,108%,R$ 16.260,30/11/2014,/cadufavero?ref=ctrse_explore
138 pessoas,Meta R$ 15.000,R$ 16.255,Campanha Tudo-ou-nada , Curitiba	 PR,Grupo Fato - DVD do Show "DA TAMANCALHA AO SAMPLER",108%,R$ 16.255,18/12/2011,/448-grupo-fato-dvd-do-show-da-tamancalha-ao-sampler?ref=ctrse_explore
161 pessoas,Meta R$ 31.000,R$ 16.255,Campanha Flexível , São Paulo	 SP,Transite @s Brasileir@s e suas Bicicletas ,52%,R$ 16.255,07/10/2016,/tr3?ref=ctrse_explore
106 pessoas,Meta R$ 9.000,R$ 16.245,Campanha Tudo-ou-nada , São Paulo	 SP,Campanha dos Colchões,180%,R$ 16.245,22/06/2014,/campanhadoscolchoes?ref=ctrse_explore
155 pessoas,Meta R$ 14.719,R$ 16.243,Campanha Tudo-ou-nada , São Paulo	 SP,Mariane Claro - Gravação do EP,110%,R$ 16.243,20/10/2017,/marianeclaro?ref=ctrse_explore
58 pessoas,Meta R$ 15.405,R$ 16.242,Campanha Tudo-ou-nada , São Paulo	 SP,Vídeo-Clipe "Clichê dos 90",105%,R$ 16.242,16/06/2013,/clipecliche?ref=ctrse_explore
142 pessoas,Meta R$ 35.000,R$ 16.225,Campanha Flexível , Santa Isabel do Rio Negro	 AM,Os Yanomami querem aula de informática,46%,R$ 16.225,26/08/2018,/yanomami?ref=ctrse_explore
138 pessoas,Meta R$ 9.000,R$ 16.224,Campanha Tudo-ou-nada , São Paulo	 SP,...e depois a maluca sou eu!,180%,R$ 16.224,21/12/2013,/livromariza?ref=ctrse_explore
175 pessoas,Meta R$ 6.000,R$ 16.223,Campanha Tudo-ou-nada , São Paulo	 SP,Duendes - Contos sombrios de reinos invisíveis,270%,R$ 16.223,25/07/2019,/duendes?ref=ctrse_explore
86 pessoas,Meta R$ 16.000,R$ 16.220,Campanha Tudo-ou-nada , São Paulo	 SP,Sacudindo o Choro -Gravação do Primeiro CD 	 "Quebra Cabeça",101%,R$ 16.220,13/06/2015,/sacudindoochoro?ref=ctrse_explore
96 pessoas,Meta R$ 16.206,R$ 16.206,Campanha Tudo-ou-nada , São Paulo	 SP,Kombando,100%,R$ 16.206,23/10/2018,/kombando?ref=ctrse_explore
182 pessoas,Meta R$ 15.000,R$ 16.205,Campanha Tudo-ou-nada , São Paulo	 SP,ESCUTE UM LIVRO,108%,R$ 16.205,12/06/2013,/escuteumlivro?ref=ctrse_explore
158 pessoas,Meta R$ 15.000,R$ 16.197,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,Faça a Rede Meu Recife acontecer!,107%,R$ 16.197,16/03/2015,/meurecife?ref=ctrse_explore
129 pessoas,Meta R$ 20.000,R$ 16.172,Campanha Flexível , Salvador	 BA,Mari e Val querem levantar 21 casas na BA. Apoie!,80%,R$ 16.172,09/05/2019,/embaixadoresmarieval?ref=ctrse_explore
177 pessoas,Meta R$ 15.000,R$ 16.160,Campanha Flexível , São Paulo	 SP,Ajude a aula inaugural da Rede Emancipa,107%,R$ 16.160,11/03/2017,/o_emancipa_muda_vidas_bd58?ref=ctrse_explore
56 pessoas,Meta R$ 15.000,R$ 16.155,Campanha Tudo-ou-nada , São Paulo	 SP,Ponto de Bala!,107%,R$ 16.155,19/10/2012,/pontodebala?ref=ctrse_explore
56 pessoas,Meta R$ 15.000,R$ 16.155,Campanha Tudo-ou-nada , São Paulo	 SP,Ponto de Bala!,107%,R$ 16.155,19/10/2012,/pontodebala?ref=ctrse_explore
149 pessoas,Meta R$ 15.000,R$ 16.152,Campanha Tudo-ou-nada , Natal	 RN,sem retrato e sem bilhete,107%,R$ 16.152,16/06/2017,/semretratoesembilhete?ref=ctrse_explore
352 pessoas,Meta R$ 11.000,R$ 16.150,Campanha Tudo-ou-nada , São Paulo	 SP,São Paulo dos Mortos,146%,R$ 16.150,23/10/2013,/saopaulodosmortos?ref=ctrse_explore
187 pessoas,Meta R$ 15.000,R$ 16.145,Campanha Tudo-ou-nada , São Paulo	 SP,Canta Mais Luciana Barros,107%,R$ 16.145,14/12/2012,/lucianabarros?ref=ctrse_explore
159 pessoas,Meta R$ 60.000,R$ 16.145,Campanha Flexível , São Paulo	 SP,Entrelinhas Urbanas SP - 96 bairros 96 artistas,26%,R$ 16.145,12/03/2017,/entrelinhasurbanassp?ref=ctrse_explore
324 pessoas,Meta R$ 13.500,R$ 16.144,Campanha Tudo-ou-nada , Juiz de Fora	 MG,João na TOAF Chicago,119%,R$ 16.144,17/04/2019,/joaoemchicago?ref=ctrse_explore
383 pessoas,Meta R$ 7.000,R$ 16.101,Campanha Tudo-ou-nada , Porto Alegre	 RS,Mais Cuecas por Cima das Calças,230%,R$ 16.101,10/06/2016,/maiscuecas?ref=ctrse_explore
192 pessoas,Meta R$ 20.000,R$ 16.095,Campanha Flexível , Brasília	 DF,Lançamento do CD Clara Essência - Teresa Lopes ,80%,R$ 16.095,28/09/2017,/teresalopes_claraessencia?ref=ctrse_explore
184 pessoas,Meta R$ 46.270,R$ 16.090,Campanha Flexível , Lençóis	 BA,Livro - História Natural da Bahia,34%,R$ 16.090,31/12/2018,/historianaturaldabahia?ref=ctrse_explore
184 pessoas,Meta R$ 46.270,R$ 16.090,Campanha Flexível , Lençóis	 BA,Livro - História Natural da Bahia,34%,R$ 16.090,31/12/2018,/historianaturaldabahia?ref=ctrse_explore
76 pessoas,Meta R$ 10.000,R$ 16.090,Campanha Tudo-ou-nada , Brasília	 DF,USINA,160%,R$ 16.090,01/12/2014,/usina?ref=ctrse_explore
207 pessoas,Meta R$ 15.000,R$ 16.085,Campanha Tudo-ou-nada , Barueri	 SP,Cavaleiros da Taverna Redonda,107%,R$ 16.085,14/10/2015,/cavaleirosdatavernaredonda?ref=ctrse_explore
168 pessoas,Meta R$ 15.000,R$ 16.065,Campanha Tudo-ou-nada , Porto Alegre	 RS,Descabimentos - O Avesso do Impossível,107%,R$ 16.065,02/06/2016,/nenung?ref=ctrse_explore
40 pessoas,Meta R$ 80.000,R$ 16.063,Campanha Flexível , São Paulo	 SP,Reprograma,20%,R$ 16.063,02/02/2017,/reprograma?ref=ctrse_explore
172 pessoas,Meta R$ 15.000,R$ 16.044,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,Longa metragem MAQUETE,106%,R$ 16.044,25/05/2012,/longa-metragem-maquete?ref=ctrse_explore
209 pessoas,Meta R$ 15.000,R$ 16.036,Campanha Tudo-ou-nada , Santa Maria	 RS,Sussurros da Boca do Monte,106%,R$ 16.036,08/04/2017,/sussurros_da_boca_do_monte_bbae?ref=ctrse_explore
99 pessoas,Meta R$ 15.000,R$ 16.033,Campanha Tudo-ou-nada , São Paulo	 SP,Cold & Hot,106%,R$ 16.033,29/03/2016,/coldandhot?ref=ctrse_explore
368 pessoas,Meta R$ 9.500,R$ 15.989,Campanha Tudo-ou-nada , Curitiba	 PR,A Samurai - Primeira Batalha,168%,R$ 15.989,06/10/2017,/asamurai-primeira-batalha?ref=ctrse_explore
43 pessoas,Meta R$ 15.000,R$ 15.974,Campanha Tudo-ou-nada , São Paulo	 SP,Revolução através do design - o Documentário,106%,R$ 15.974,20/10/2013,/rad?ref=ctrse_explore
12 pessoas,Meta R$ 15.115,R$ 15.970,Campanha Flexível , São Paulo	 SP,O Corpo Híbrido do Ator na Europa - Método TCH,105%,R$ 15.970,01/09/2017,/ocorpohibridodoator?ref=ctrse_explore
313 pessoas,Meta R$ 15.000,R$ 15.961,Campanha Flexível , Rio de Janeiro	 RJ,Teocrasília 1,106%,R$ 15.961,05/12/2017,/teocrasilia1?ref=ctrse_explore
167 pessoas,Meta R$ 13.531,R$ 15.941,Campanha Tudo-ou-nada , São Paulo	 SP,Do Barroco às Barrancas do Rio Paraguay,117%,R$ 15.941,04/02/2018,/brunosanches?ref=ctrse_explore
196 pessoas,Meta R$ 9.000,R$ 15.921,Campanha Tudo-ou-nada , São Paulo	 SP,Pérolas Tipográficas,176%,R$ 15.921,15/09/2013,/perolastipograficas?ref=ctrse_explore
64 pessoas,Meta R$ 15.000,R$ 15.920,Campanha Tudo-ou-nada , São Paulo	 SP,Palombar Rumo à Colômbia!,106%,R$ 15.920,22/10/2018,/palombarrumoacolombia?ref=ctrse_explore
158 pessoas,Meta R$ 8.908,R$ 15.917,Campanha Tudo-ou-nada , São Paulo	 SP,Educação Fora da Caixa,178%,R$ 15.917,23/08/2014,/educforadacaixa?ref=ctrse_explore
161 pessoas,Meta R$ 15.000,R$ 15.910,Campanha Tudo-ou-nada , São Paulo	 SP,Projeto Maria,106%,R$ 15.910,31/10/2012,/projetomaria?ref=ctrse_explore
99 pessoas,Meta R$ 22.874,R$ 15.910,Campanha Flexível , São Paulo	 SP,Cartas ao Prefeito: São Paulo,69%,R$ 15.910,12/07/2016,/cartas_ao_prefeito_sao_paulo_ef1d?ref=ctrse_explore
201 pessoas,Meta R$ 14.000,R$ 15.906,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,Faça a Rede Minha Campinas acontecer!,113%,R$ 15.906,16/03/2015,/minhacampinas?ref=ctrse_explore
110 pessoas,Meta R$ 15.000,R$ 15.898,Campanha Tudo-ou-nada , Sapiranga	 RS,Os Contos de Frina,105%,R$ 15.898,24/04/2018,/oscontosdefrina?ref=ctrse_explore
92 pessoas,Meta R$ 15.000,R$ 15.890,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,Rodrigo Sobrinho e Missão A.M.I.G.O.S.,105%,R$ 15.890,16/03/2015,/cdrodrigosobrinhoma?ref=ctrse_explore
152 pessoas,Meta R$ 26.000,R$ 15.883,Campanha Flexível , São Paulo	 SP,Grand Hotel Studio - TURN OFF THE LIGHT,61%,R$ 15.883,29/07/2019,/turn_off_the_light?ref=ctrse_explore
84 pessoas,Meta R$ 15.500,R$ 15.880,Campanha Tudo-ou-nada , Santos	 SP,DVD de Zuzo Moussawer solo e trio com bonus de video-aula,102%,R$ 15.880,09/03/2015,/zuzo?ref=ctrse_explore
101 pessoas,Meta R$ 15.000,R$ 15.855,Campanha Tudo-ou-nada , São Paulo	 SP,A Vida \o/ de Lucas Batista - Websérie ,105%,R$ 15.855,07/06/2013,/lucasbatista?ref=ctrse_explore
411 pessoas,Meta R$ 12.000,R$ 15.847,Campanha Flexível , São Paulo	 SP,Livro "Deuses	 fantasmas e outros mitos",132%,R$ 15.847,24/12/2018,/deuses_fantasmas_e_outros_mitos?ref=ctrse_explore
120 pessoas,Meta R$ 15.000,R$ 15.846,Campanha Tudo-ou-nada , São Paulo	 SP,longa-metragem FÔLEGO,105%,R$ 15.846,27/11/2014,/folego?ref=ctrse_explore
149 pessoas,Meta R$ 24.313,R$ 15.842,Campanha Flexível , Belo Horizonte	 MG,PyLadies na PythonBrasil[13],65%,R$ 15.842,31/08/2017,/pyladies_na_pythonbrasil_13?ref=ctrse_explore
231 pessoas,Meta R$ 12.000,R$ 15.840,Campanha Tudo-ou-nada , São Paulo	 SP,A Festa (Oficial) do Fim do Mundo,132%,R$ 15.840,18/12/2012,/afestaoficialdofimdomundo?ref=ctrse_explore
97 pessoas,Meta R$ 50.000,R$ 15.835,Campanha Flexível , Itajubá	 MG,Novo CD do Grupo Telhado,31%,R$ 15.835,29/11/2017,/grupo_telhado?ref=ctrse_explore
85 pessoas,Meta R$ 14.469,R$ 15.825,Campanha Tudo-ou-nada , São Paulo	 SP,Gota de Sangue a Olho Nu,109%,R$ 15.825,26/05/2015,/gotadesangue?ref=ctrse_explore
190 pessoas,Meta R$ 15.000,R$ 15.824,Campanha Tudo-ou-nada , Cachoeiro de Itapemirim	 ES,Livro é lugar de fala,105%,R$ 15.824,19/12/2018,/livroelugardefala?ref=ctrse_explore
170 pessoas,Meta R$ 15.000,R$ 15.820,Campanha Tudo-ou-nada , São Paulo	 SP,CHARLIE & OS MARRETAS - Finalização do Primeiro Disco,105%,R$ 15.820,17/01/2014,/marretas?ref=ctrse_explore
479 pessoas,Meta R$ 6.327,R$ 15.797,Campanha Tudo-ou-nada , São Paulo	 SP,95 Mentiras do Mundo Gospel,249%,R$ 15.797,14/07/2016,/95mentiras?ref=ctrse_explore
166 pessoas,Meta R$ 45.000,R$ 15.782,Campanha Flexível , São Paulo	 SP,umdois,35%,R$ 15.782,03/03/2017,/umdois?ref=ctrse_explore
252 pessoas,Meta R$ 12.000,R$ 15.768,Campanha Tudo-ou-nada , Itu	 SP,Livro: O Poder da Dança Circular - terapêutico e integrativo,131%,R$ 15.768,03/06/2015,/poderdadancacircular?ref=ctrse_explore
85 pessoas,Meta R$ 14.756,R$ 15.766,Campanha Tudo-ou-nada , São Paulo	 SP,Q.A.P. na escuta,106%,R$ 15.766,27/10/2017,/qap?ref=ctrse_explore
277 pessoas,Meta R$ 15.000,R$ 15.760,Campanha Tudo-ou-nada , São Paulo	 SP,Marcha da Maconha SP 2012,105%,R$ 15.760,29/04/2012,/marcha-da-maconha-sp-2012?ref=ctrse_explore
191 pessoas,Meta R$ 11.500,R$ 15.749,Campanha Tudo-ou-nada , São Paulo	 SP,Livro: Sem Vida e Sem Caminho,136%,R$ 15.749,08/01/2019,/livro_sem_caminho_e_sem_vida_d4c0?ref=ctrse_explore
153 pessoas,Meta R$ 14.000,R$ 15.740,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,Projeto CD Quando o Natal Chegar - Legatto 2015,112%,R$ 15.740,24/11/2015,/legattogrupovocal?ref=ctrse_explore
142 pessoas,Meta R$ 13.000,R$ 15.736,Campanha Tudo-ou-nada , São Paulo	 SP,| NOSOTRAS Tarot | O caminho de Copas & Espadas,121%,R$ 15.736,10/08/2018,/nosotrascopaseespadas?ref=ctrse_explore
210 pessoas,Meta R$ 18.000,R$ 15.735,Campanha Flexível , Belo Horizonte	 MG,Finalização do CD Oceano Brilhante de Dudu Nicácio,87%,R$ 15.735,04/05/2017,/cd_oceano_brilhante_de_dudu_nicacio_db62?ref=ctrse_explore
499 pessoas,Meta R$ 5.000,R$ 15.733,Campanha Tudo-ou-nada , Bauru	 SP,Aokigahara,314%,R$ 15.733,05/12/2014,/aokigahara?ref=ctrse_explore
458 pessoas,Meta R$ 12.000,R$ 15.732,Campanha Tudo-ou-nada , Belo Horizonte	 MG,RYOTIRAS #4,131%,R$ 15.732,10/10/2014,/ryotiras4?ref=ctrse_explore
269 pessoas,Meta R$ 10.000,R$ 15.730,Campanha Tudo-ou-nada , Campinas	 SP,Contos Primários de Um Mundo Ordinário,157%,R$ 15.730,28/11/2014,/contosprimarios?ref=ctrse_explore
142 pessoas,Meta R$ 15.488,R$ 15.704,Campanha Tudo-ou-nada , São Paulo	 SP,Victoria Saavedra - Primeiro disco,101%,R$ 15.704,12/11/2016,/victoriasaavedra?ref=ctrse_explore
220 pessoas,Meta R$ 13.930,R$ 15.703,Campanha Tudo-ou-nada , São Paulo	 SP,A Lucy Nation,112%,R$ 15.703,02/12/2015,/Alucynation?ref=ctrse_explore
181 pessoas,Meta R$ 15.000,R$ 15.695,Campanha Tudo-ou-nada , São Paulo	 SP,Ajude um Repórter,104%,R$ 15.695,19/03/2011,/ajude-um-reporter?ref=ctrse_explore
109 pessoas,Meta R$ 15.000,R$ 15.695,Campanha Tudo-ou-nada , Passo Fundo	 RS,Variantes - Tudo Acontece,104%,R$ 15.695,08/09/2014,/variantes?ref=ctrse_explore
81 pessoas,Meta R$ 15.000,R$ 15.687,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,Capivara na luz trava,104%,R$ 15.687,10/09/2012,/capivara-na-luz-trava?ref=ctrse_explore
103 pessoas,Meta R$ 10.000,R$ 15.685,Campanha Tudo-ou-nada , Rio de Janeiro	 RJ,O sol está quente e a água está ótima!,156%,R$ 15.685,19/09/2014,/osolestaquente?ref=ctrse_explore
239 pessoas,Meta R$ 11.850,R$ 15.679,Campanha Tudo-ou-nada , Ribeirão Preto	 SP,Causos do Chico Lorota,132%,R$ 15.679,22/09/2018,/chicolorota?ref=ctrse_explore
138 pessoas,Meta R$ 15.518,R$ 15.678,Campanha Tudo-ou-nada , São Paulo	 SP,Estréias Cia Contraponto,101%,R$ 15.678,11/06/2015,/pecasciacontraponto?ref=ctrse_explore
80 pessoas,Meta R$ 14.207,R$ 15.677,Campanha Tudo-ou-nada , Maceió	 AL,Cena em Fluxo - Cia do Chapéu,110%,R$ 15.677,15/05/2018,/cenaemfluxo?ref=ctrse_explore
81 pessoas,Meta R$ 49.800,R$ 15.675,Campanha Flexível , Rio de Janeiro	 RJ,Peixe Voador - Realizando o Impossível,31%,R$ 15.675,11/03/2017,/peixevoador?ref=ctrse_explore
59 pessoas,Meta R$ 13.075,R$ 15.673,Campanha Tudo-ou-nada , Sorocaba	 SP,Bolsas para Programa WYSE Internacional de Liderança,119%,R$ 15.673,10/12/2014,/wysebrasil?ref=ctrse_explore
76 pessoas,Meta R$ 15.000,R$ 15.667,Campanha Tudo-ou-nada , Fortaleza	 CE,Banda Regina Pacis - Segundo CD,104%,R$ 15.667,04/06/2017,/bandareginapacis?ref=ctrse_explore
228 pessoas,Meta R$ 12.000,R$ 15.662,Campanha Tudo-ou-nada , Barra Mansa	 RJ,Artbook Pistillia,130%,R$ 15.662,02/10/2018,/artbookpistillia?ref=ctrse_explore
